,loss,f10,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,config/edge_embed_size,config/eta,config/learning_rate,config/max_depth,config/node_embed_size,config/weight,logdir
0,0.4065691268121874,0.7260611757174946,2072.9298825263977,True,False,,,1,0397c_00199,25b0b077c6d74071a9b34e483441cf23,2022-12-15_16-10-50,1671131450,2072.9298825263977,3090,arch,192.168.1.113,2072.9298825263977,0,1,0.0039856433868408,6,0.12848531592936574,0.00011817205438429701,7,7,0.8936248043079877,"/home/italo/ray_results/nenn_xgb_tune/training_function_0397c_00199_199_edge_embed_size=6,eta=0.1285,learning_rate=0.0001,max_depth=7,node_embed_size=7,weight=0.8936_2022-12-15_12-15-23"
1,0.3926003257165084,0.693741612342346,2385.398617506027,True,False,,,1,0397c_00198,f0e5c1362bc9450db5d46d4c8a9bd0ac,2022-12-15_16-07-48,1671131268,2385.398617506027,3052,arch,192.168.1.113,2385.398617506027,0,1,0.0050239562988281,7,0.05162314470625814,0.00010506732274796738,8,9,0.8591257352653546,"/home/italo/ray_results/nenn_xgb_tune/training_function_0397c_00198_198_edge_embed_size=7,eta=0.0516,learning_rate=0.0001,max_depth=8,node_embed_size=9,weight=0.8591_2022-12-15_12-15-22"
2,0.4038248547025629,0.6995665883184955,2796.930474281311,True,False,,,1,0397c_00196,25b0b077c6d74071a9b34e483441cf23,2022-12-15_15-36-17,1671129377,2796.930474281311,3090,arch,192.168.1.113,2796.930474281311,0,1,0.0039856433868408,15,0.028214080805699645,6.543812464964884e-05,3,11,0.8918458646589601,"/home/italo/ray_results/nenn_xgb_tune/training_function_0397c_00196_196_edge_embed_size=15,eta=0.0282,learning_rate=0.0001,max_depth=3,node_embed_size=11,weight=0.8918_2022-12-15_12-15-20"
3,0.5340619841942915,0.1525773195876288,2145.8872575759888,True,False,,,1,0397c_00197,f0e5c1362bc9450db5d46d4c8a9bd0ac,2022-12-15_15-28-03,1671128883,2145.8872575759888,3052,arch,192.168.1.113,2145.8872575759888,0,1,0.0050239562988281,9,0.08983054630950443,0.0008317207155418858,7,4,0.8917718720498996,"/home/italo/ray_results/nenn_xgb_tune/training_function_0397c_00197_197_edge_embed_size=9,eta=0.0898,learning_rate=0.0008,max_depth=7,node_embed_size=4,weight=0.8918_2022-12-15_12-15-21"
4,0.4830083239722896,0.1537662337662338,2158.003340959549,True,False,,,1,0397c_00194,f0e5c1362bc9450db5d46d4c8a9bd0ac,2022-12-15_14-52-17,1671126737,2158.003340959549,3052,arch,192.168.1.113,2158.003340959549,0,1,0.0050239562988281,11,0.1402994616094061,0.00045608494108193216,5,3,0.8661481326715442,"/home/italo/ray_results/nenn_xgb_tune/training_function_0397c_00194_194_edge_embed_size=11,eta=0.1403,learning_rate=0.0005,max_depth=5,node_embed_size=3,weight=0.8661_2022-12-15_12-15-19"
5,0.5183000649954822,0.5161812384856855,1943.3676958084104,True,False,,,1,0397c_00195,25b0b077c6d74071a9b34e483441cf23,2022-12-15_14-49-40,1671126580,1943.3676958084104,3090,arch,192.168.1.113,1943.3676958084104,0,1,0.0039856433868408,7,0.10939157873270577,3.180125384236914e-05,9,4,0.886891662643208,"/home/italo/ray_results/nenn_xgb_tune/training_function_0397c_00195_195_edge_embed_size=7,eta=0.1094,learning_rate=0.0000,max_depth=9,node_embed_size=4,weight=0.8869_2022-12-15_12-15-20"
6,0.4886890435540998,0.4497435477983725,2298.109991312027,True,False,,,1,0397c_00192,25b0b077c6d74071a9b34e483441cf23,2022-12-15_14-17-17,1671124637,2298.109991312027,3090,arch,192.168.1.113,2298.109991312027,0,1,0.0039856433868408,13,0.0661828137701157,0.0001501437027824865,6,5,0.8826368006697833,"/home/italo/ray_results/nenn_xgb_tune/training_function_0397c_00192_192_edge_embed_size=13,eta=0.0662,learning_rate=0.0002,max_depth=6,node_embed_size=5,weight=0.8826_2022-12-15_12-15-17"
7,0.4622234131033356,0.7024036767561976,2133.3541507720947,True,False,,,1,0397c_00193,f0e5c1362bc9450db5d46d4c8a9bd0ac,2022-12-15_14-16-19,1671124579,2133.3541507720947,3052,arch,192.168.1.113,2133.3541507720947,0,1,0.0050239562988281,11,0.17627306192521372,5.081261465795577e-05,6,3,0.8962459571970982,"/home/italo/ray_results/nenn_xgb_tune/training_function_0397c_00193_193_edge_embed_size=11,eta=0.1763,learning_rate=0.0001,max_depth=6,node_embed_size=3,weight=0.8962_2022-12-15_12-15-18"
8,0.4501146943988027,0.4980808568069542,2172.194537639618,True,False,,,1,0397c_00191,f0e5c1362bc9450db5d46d4c8a9bd0ac,2022-12-15_13-40-45,1671122445,2172.194537639618,3052,arch,192.168.1.113,2172.194537639618,0,1,0.0050239562988281,12,0.03192857978244483,4.738009874077586e-05,9,3,0.8025550941849693,"/home/italo/ray_results/nenn_xgb_tune/training_function_0397c_00191_191_edge_embed_size=12,eta=0.0319,learning_rate=0.0000,max_depth=9,node_embed_size=3,weight=0.8026_2022-12-15_12-15-16"
9,0.4051481569940979,0.4504561697425524,2186.246267080307,True,False,,,1,0397c_00190,25b0b077c6d74071a9b34e483441cf23,2022-12-15_13-38-59,1671122339,2186.246267080307,3090,arch,192.168.1.113,2186.246267080307,0,1,0.0039856433868408,7,0.10900533259750413,0.0009418144005390928,6,7,0.8379210566941638,"/home/italo/ray_results/nenn_xgb_tune/training_function_0397c_00190_190_edge_embed_size=7,eta=0.1090,learning_rate=0.0009,max_depth=6,node_embed_size=7,weight=0.8379_2022-12-15_12-15-15"
